,Year,Cause of death,Race,Deaths
2385,2020.0,"Colon, unspecified - Malignant neoplasms",White,37.0
2386,2020.0,Malignant neoplasm of rectosigmoid junction,Asian or Pacific Islander,10.0
2387,2020.0,Malignant neoplasm of rectum,Asian or Pacific Islander,39.0
2388,2020.0,Malignant neoplasm of rectum,White,11.0
2389,2020.0,Liver cell carcinoma - Malignant neoplasms,Asian or Pacific Islander,50.0
2390,2020.0,Liver cell carcinoma - Malignant neoplasms,White,24.0
2391,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,Asian or Pacific Islander,50.0
2392,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,White,10.0
2393,2020.0,"Liver, unspecified - Malignant neoplasms",Asian or Pacific Islander,33.0
2394,2020.0,Malignant neoplasm of gallbladder,Asian or Pacific Islander,11.0
2395,2020.0,"Pancreas, unspecified - Malignant neoplasms",Asian or Pacific Islander,158.0
2396,2020.0,"Pancreas, unspecified - Malignant neoplasms",White,57.0
2397,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,Asian or Pacific Islander,11.0
2398,2020.0,"Upper lobe, bronchus or lung - Malignant neoplasms",Asian or Pacific Islander,13.0
2399,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",Asian or Pacific Islander,327.0
2400,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",White,134.0
2401,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",White,20.0
2402,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",Asian or Pacific Islander,11.0
2403,2020.0,"Breast, unspecified - Malignant neoplasms",Asian or Pacific Islander,110.0
2404,2020.0,"Breast, unspecified - Malignant neoplasms",White,44.0
2405,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",Asian or Pacific Islander,13.0
2406,2020.0,Endometrium - Malignant neoplasms,Asian or Pacific Islander,23.0
2407,2020.0,Endometrium - Malignant neoplasms,White,10.0
2408,2020.0,"Malignant neoplasm of uterus, part unspecified",Asian or Pacific Islander,12.0
2409,2020.0,Malignant neoplasm of ovary,Asian or Pacific Islander,38.0
2410,2020.0,Malignant neoplasm of ovary,White,17.0
2411,2020.0,Malignant neoplasm of prostate,Asian or Pacific Islander,98.0
2412,2020.0,Malignant neoplasm of prostate,White,62.0
2413,2020.0,"Malignant neoplasm of kidney, except renal pelvis",Asian or Pacific Islander,44.0
2414,2020.0,"Malignant neoplasm of kidney, except renal pelvis",White,14.0
2415,2020.0,"Bladder, unspecified - Malignant neoplasms",Asian or Pacific Islander,25.0
2416,2020.0,"Bladder, unspecified - Malignant neoplasms",White,31.0
2417,2020.0,"Brain, unspecified - Malignant neoplasms",Asian or Pacific Islander,24.0
2418,2020.0,"Brain, unspecified - Malignant neoplasms",White,18.0
2419,2020.0,Malignant neoplasm without specification of site,Asian or Pacific Islander,80.0
2420,2020.0,Malignant neoplasm without specification of site,White,44.0
2421,2020.0,Non-Hodgkin lymphoma large cell (diffuse),Asian or Pacific Islander,20.0
2422,2020.0,"B-cell lymphoma, unspecified - Malignant neoplasms",Asian or Pacific Islander,13.0
2423,2020.0,"Non-Hodgkin lymphoma, unspecified type",Asian or Pacific Islander,14.0
2424,2020.0,"Non-Hodgkin lymphoma, unspecified type",White,11.0
2425,2020.0,Multiple myeloma - Malignant neoplasms,Asian or Pacific Islander,29.0
2426,2020.0,Multiple myeloma - Malignant neoplasms,White,19.0
2427,2020.0,Acute myeloid leukaemia - Malignant neoplasms,Asian or Pacific Islander,47.0
2428,2020.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",Asian or Pacific Islander,20.0
2469,2020.0,"Tongue, unspecified - Malignant neoplasms",White,18.0
2470,2020.0,"Oropharynx, unspecified - Malignant neoplasms",White,11.0
2471,2020.0,"Oesophagus, unspecified - Malignant neoplasms",White,77.0
2472,2020.0,"Stomach, unspecified - Malignant neoplasms",White,34.0
2473,2020.0,"Colon, unspecified - Malignant neoplasms",White,156.0
2474,2020.0,Malignant neoplasm of rectosigmoid junction,White,19.0
2475,2020.0,Malignant neoplasm of rectum,White,35.0
2476,2020.0,Liver cell carcinoma - Malignant neoplasms,White,69.0
2477,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,White,36.0
2478,2020.0,"Liver, unspecified - Malignant neoplasms",White,19.0
2479,2020.0,"Pancreas, unspecified - Malignant neoplasms",White,235.0
2480,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,White,12.0
2481,2020.0,"Larynx, unspecified - Malignant neoplasms",White,11.0
2482,2020.0,"Upper lobe, bronchus or lung - Malignant neoplasms",White,25.0
2483,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",White,546.0
2484,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",White,55.0
2485,2020.0,Skin of scalp and neck - Malignant neoplasms,White,12.0
2486,2020.0,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",White,13.0
2487,2020.0,"Mesothelioma, unspecified - Malignant neoplasms",White,11.0
2488,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",White,20.0
2489,2020.0,"Breast, unspecified - Malignant neoplasms",White,180.0
2490,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",White,19.0
2491,2020.0,Endometrium - Malignant neoplasms,White,42.0
2492,2020.0,"Malignant neoplasm of uterus, part unspecified",White,15.0
2493,2020.0,Malignant neoplasm of ovary,White,71.0
2494,2020.0,Malignant neoplasm of prostate,White,188.0
2495,2020.0,"Malignant neoplasm of kidney, except renal pelvis",White,91.0
2496,2020.0,"Bladder, unspecified - Malignant neoplasms",White,80.0
2497,2020.0,"Brain, unspecified - Malignant neoplasms",White,82.0
2498,2020.0,Malignant neoplasm of thyroid gland,White,12.0
2499,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,White,14.0
2500,2020.0,Malignant neoplasm without specification of site,White,153.0
2501,2020.0,Non-Hodgkin lymphoma large cell (diffuse),White,26.0
2502,2020.0,"B-cell lymphoma, unspecified - Malignant neoplasms",White,25.0
2503,2020.0,"Non-Hodgkin lymphoma, unspecified type",White,27.0
2504,2020.0,Multiple myeloma - Malignant neoplasms,White,60.0
2505,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,White,33.0
2506,2020.0,Acute myeloid leukaemia - Malignant neoplasms,White,63.0
2507,2020.0,Malignant neoplasms of independent (primary) multiple sites,White,30.0
2508,2020.0,"Brain, unspecified - Uncertain neoplasms",White,12.0
2509,2020.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",White,37.0
2660,2020.0,"Tongue, unspecified - Malignant neoplasms",Black or African American,15.0
2661,2020.0,"Tongue, unspecified - Malignant neoplasms",White,82.0
2662,2020.0,"Mouth, unspecified - Malignant neoplasms",White,53.0
2663,2020.0,Malignant neoplasm of parotid gland,White,24.0
2664,2020.0,"Major salivary gland, unspecified - Malignant neoplasms",White,11.0
2665,2020.0,"Tonsil, unspecified - Malignant neoplasms",White,45.0
2666,2020.0,"Oropharynx, unspecified - Malignant neoplasms",Black or African American,10.0
2667,2020.0,"Oropharynx, unspecified - Malignant neoplasms",White,36.0
2668,2020.0,"Nasopharynx, unspecified - Malignant neoplasms",White,20.0
2669,2020.0,"Hypopharynx, unspecified - Malignant neoplasms",White,13.0
2670,2020.0,"Pharynx, unspecified - Malignant neoplasms",White,45.0
2671,2020.0,"Oesophagus, unspecified - Malignant neoplasms",Asian or Pacific Islander,13.0
2672,2020.0,"Oesophagus, unspecified - Malignant neoplasms",Black or African American,66.0
2673,2020.0,"Oesophagus, unspecified - Malignant neoplasms",White,588.0
2674,2020.0,Cardia - Malignant neoplasms,White,45.0
2675,2020.0,"Stomach, unspecified - Malignant neoplasms",Asian or Pacific Islander,24.0
2676,2020.0,"Stomach, unspecified - Malignant neoplasms",Black or African American,90.0
2677,2020.0,"Stomach, unspecified - Malignant neoplasms",White,279.0
2678,2020.0,Duodenum - Malignant neoplasms,White,31.0
2679,2020.0,"Small intestine, unspecified - Malignant neoplasms",White,19.0
2680,2020.0,Caecum - Malignant neoplasms,White,19.0
2681,2020.0,Appendix - Malignant neoplasms,White,36.0
2682,2020.0,Sigmoid colon - Malignant neoplasms,White,17.0
2683,2020.0,"Colon, unspecified - Malignant neoplasms",Asian or Pacific Islander,58.0
2684,2020.0,"Colon, unspecified - Malignant neoplasms",Black or African American,282.0
2685,2020.0,"Colon, unspecified - Malignant neoplasms",White,1186.0
2686,2020.0,Malignant neoplasm of rectosigmoid junction,Black or African American,26.0
2687,2020.0,Malignant neoplasm of rectosigmoid junction,White,90.0
2688,2020.0,Malignant neoplasm of rectum,Black or African American,39.0
2689,2020.0,Malignant neoplasm of rectum,White,278.0
2690,2020.0,"Anus, unspecified - Malignant neoplasms",White,37.0
2691,2020.0,Liver cell carcinoma - Malignant neoplasms,Asian or Pacific Islander,31.0
2692,2020.0,Liver cell carcinoma - Malignant neoplasms,Black or African American,66.0
2693,2020.0,Liver cell carcinoma - Malignant neoplasms,White,291.0
2694,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,Asian or Pacific Islander,14.0
2695,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,Black or African American,39.0
2696,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,White,298.0
2697,2020.0,"Liver, unspecified - Malignant neoplasms",Asian or Pacific Islander,16.0
2698,2020.0,"Liver, unspecified - Malignant neoplasms",Black or African American,47.0
2699,2020.0,"Liver, unspecified - Malignant neoplasms",White,230.0
2700,2020.0,Malignant neoplasm of gallbladder,Black or African American,21.0
2701,2020.0,Malignant neoplasm of gallbladder,White,73.0
2702,2020.0,Extrahepatic bile duct - Malignant neoplasms,White,41.0
2703,2020.0,Ampulla of Vater - Malignant neoplasms,White,11.0
2704,2020.0,"Biliary tract, unspecified - Malignant neoplasms",White,19.0
2705,2020.0,Head of pancreas - Malignant neoplasms,White,11.0
2706,2020.0,"Pancreas, unspecified - Malignant neoplasms",Asian or Pacific Islander,53.0
2707,2020.0,"Pancreas, unspecified - Malignant neoplasms",Black or African American,295.0
2708,2020.0,"Pancreas, unspecified - Malignant neoplasms",White,1566.0
2709,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,Black or African American,11.0
2710,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,White,54.0
2711,2020.0,Glottis - Malignant neoplasms,White,11.0
2712,2020.0,Supraglottis - Malignant neoplasms,White,13.0
2713,2020.0,"Larynx, unspecified - Malignant neoplasms",Black or African American,26.0
2714,2020.0,"Larynx, unspecified - Malignant neoplasms",White,81.0
2715,2020.0,"Upper lobe, bronchus or lung - Malignant neoplasms",White,36.0
2716,2020.0,"Lower lobe, bronchus or lung - Malignant neoplasms",White,22.0
2717,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",Asian or Pacific Islander,121.0
2718,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",Black or African American,777.0
2719,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",White,4538.0
2720,2020.0,Malignant neoplasm of thymus,White,10.0
2721,2020.0,"Bone and articular cartilage, unspecified - Malignant neoplasms",White,38.0
2722,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",White,294.0
2723,2020.0,Skin of other and unspecified parts of face - Malignant neoplasms,White,11.0
2724,2020.0,Skin of scalp and neck - Malignant neoplasms,White,33.0
2725,2020.0,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",White,84.0
2726,2020.0,"Mesothelioma, unspecified - Malignant neoplasms",White,73.0
2727,2020.0,Retroperitoneum - Malignant neoplasms,White,12.0
2728,2020.0,"Peritoneum, unspecified - Malignant neoplasms",White,28.0
2729,2020.0,Connective and soft tissue of abdomen - Malignant neoplasms,White,15.0
2730,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",Black or African American,23.0
2731,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",White,147.0
2732,2020.0,"Breast, unspecified - Malignant neoplasms",Asian or Pacific Islander,51.0
2733,2020.0,"Breast, unspecified - Malignant neoplasms",Black or African American,334.0
2734,2020.0,"Breast, unspecified - Malignant neoplasms",White,1335.0
2735,2020.0,"Vulva, unspecified - Malignant neoplasms",White,54.0
2736,2020.0,Malignant neoplasm of vagina,White,14.0
2737,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",Black or African American,41.0
2738,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",White,118.0
2739,2020.0,Endometrium - Malignant neoplasms,Black or African American,66.0
2740,2020.0,Endometrium - Malignant neoplasms,White,237.0
2741,2020.0,"Malignant neoplasm of uterus, part unspecified",Black or African American,50.0
2742,2020.0,"Malignant neoplasm of uterus, part unspecified",White,143.0
2743,2020.0,Malignant neoplasm of ovary,Asian or Pacific Islander,18.0
2744,2020.0,Malignant neoplasm of ovary,Black or African American,71.0
2745,2020.0,Malignant neoplasm of ovary,White,463.0
2746,2020.0,Fallopian tube - Malignant neoplasms,White,20.0
2747,2020.0,"Female genital organ, unspecified - Malignant neoplasms",White,14.0
2748,2020.0,"Penis, unspecified - Malignant neoplasms",White,15.0
2749,2020.0,Malignant neoplasm of prostate,Asian or Pacific Islander,27.0
2750,2020.0,Malignant neoplasm of prostate,Black or African American,286.0
2751,2020.0,Malignant neoplasm of prostate,White,945.0
2752,2020.0,"Testis, unspecified - Malignant neoplasms",White,22.0
2753,2020.0,"Malignant neoplasm of kidney, except renal pelvis",Asian or Pacific Islander,13.0
2754,2020.0,"Malignant neoplasm of kidney, except renal pelvis",Black or African American,59.0
2755,2020.0,"Malignant neoplasm of kidney, except renal pelvis",White,511.0
2756,2020.0,Malignant neoplasm of ureter,White,17.0
2757,2020.0,"Bladder, unspecified - Malignant neoplasms",Asian or Pacific Islander,11.0
2758,2020.0,"Bladder, unspecified - Malignant neoplasms",Black or African American,51.0
2759,2020.0,"Bladder, unspecified - Malignant neoplasms",White,532.0
2760,2020.0,Urethra - Malignant neoplasms,White,16.0
2761,2020.0,Frontal lobe - Malignant neoplasms,White,15.0
2762,2020.0,Temporal lobe - Malignant neoplasms,White,11.0
2763,2020.0,"Brain, unspecified - Malignant neoplasms",Asian or Pacific Islander,14.0
2764,2020.0,"Brain, unspecified - Malignant neoplasms",Black or African American,44.0
2765,2020.0,"Brain, unspecified - Malignant neoplasms",White,528.0
2766,2020.0,Malignant neoplasm of thyroid gland,White,60.0
2767,2020.0,"Adrenal gland, unspecified - Malignant neoplasms",White,16.0
2768,2020.0,"Head, face and neck - Malignant neoplasms",White,14.0
2769,2020.0,Abdomen - Malignant neoplasms,White,18.0
2770,2020.0,Secondary malignant neoplasm of lung - Malignant neoplasms,White,12.0
2771,2020.0,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,White,26.0
2772,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,Black or African American,23.0
2773,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,White,63.0
2774,2020.0,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,White,29.0
2775,2020.0,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,White,19.0
2776,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,Black or African American,25.0
2777,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,White,102.0
2778,2020.0,Malignant neoplasm without specification of site,Asian or Pacific Islander,33.0
2779,2020.0,Malignant neoplasm without specification of site,Black or African American,195.0
2780,2020.0,Malignant neoplasm without specification of site,White,986.0
2781,2020.0,"Hodgkin disease, unspecified",White,25.0
2782,2020.0,"Follicular non-Hodgkin lymphoma, unspecified",White,20.0
2783,2020.0,Non-Hodgkin lymphoma small cleaved cell (diffuse),White,38.0
2784,2020.0,Non-Hodgkin lymphoma large cell (diffuse),Asian or Pacific Islander,10.0
2785,2020.0,Non-Hodgkin lymphoma large cell (diffuse),Black or African American,14.0
2786,2020.0,Non-Hodgkin lymphoma large cell (diffuse),White,173.0
2787,2020.0,Other and unspecified T-cell lymphomas - Malignant neoplasms,White,30.0
2788,2020.0,"B-cell lymphoma, unspecified - Malignant neoplasms",Black or African American,11.0
