,Notes,State,State Code,Year,Year Code,Cause of death,Cause of death Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate
66,,Alabama,1.0,2020.0,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,55-64 years,55-64,18.0,657281.0,Unreliable
67,,Alabama,1.0,2020.0,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,45-54 years,45-54,10.0,608174.0,Unreliable
68,,Alabama,1.0,2020.0,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,55-64 years,55-64,12.0,657281.0,Unreliable
69,,Alabama,1.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,45-54 years,45-54,73.0,608174.0,12
70,,Alabama,1.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,55-64 years,55-64,132.0,657281.0,20.1
71,,Alabama,1.0,2020.0,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,45-54 years,45-54,16.0,608174.0,Unreliable
72,,Alabama,1.0,2020.0,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,55-64 years,55-64,22.0,657281.0,3.3
73,,Alabama,1.0,2020.0,2020.0,Endometrium - Malignant neoplasms,C54.1,55-64 years,55-64,18.0,657281.0,Unreliable
74,,Alabama,1.0,2020.0,2020.0,"Malignant neoplasm of uterus, part unspecified",C55,55-64 years,55-64,15.0,657281.0,Unreliable
75,,Alabama,1.0,2020.0,2020.0,Malignant neoplasm of ovary,C56,45-54 years,45-54,17.0,608174.0,Unreliable
76,,Alabama,1.0,2020.0,2020.0,Malignant neoplasm of ovary,C56,55-64 years,55-64,43.0,657281.0,6.5
77,,Alabama,1.0,2020.0,2020.0,Malignant neoplasm of prostate,C61,55-64 years,55-64,52.0,657281.0,7.9
78,,Alabama,1.0,2020.0,2020.0,"Malignant neoplasm of kidney, except renal pelvis",C64,45-54 years,45-54,11.0,608174.0,Unreliable
79,,Alabama,1.0,2020.0,2020.0,"Malignant neoplasm of kidney, except renal pelvis",C64,55-64 years,55-64,43.0,657281.0,6.5
80,,Alabama,1.0,2020.0,2020.0,"Bladder, unspecified - Malignant neoplasms",C67.9,55-64 years,55-64,38.0,657281.0,5.8
81,,Alabama,1.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,45-54 years,45-54,26.0,608174.0,4.3
82,,Alabama,1.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,55-64 years,55-64,60.0,657281.0,9.1
83,,Alabama,1.0,2020.0,2020.0,Malignant neoplasm without specification of site,C80,45-54 years,45-54,32.0,608174.0,5.3
84,,Alabama,1.0,2020.0,2020.0,Malignant neoplasm without specification of site,C80,55-64 years,55-64,111.0,657281.0,16.9
85,,Alabama,1.0,2020.0,2020.0,Non-Hodgkin lymphoma large cell (diffuse),C83.3,55-64 years,55-64,10.0,657281.0,Unreliable
86,,Alabama,1.0,2020.0,2020.0,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,55-64 years,55-64,10.0,657281.0,Unreliable
87,,Alabama,1.0,2020.0,2020.0,"Non-Hodgkin lymphoma, unspecified type",C85.9,55-64 years,55-64,18.0,657281.0,Unreliable
88,,Alabama,1.0,2020.0,2020.0,Multiple myeloma - Malignant neoplasms,C90.0,55-64 years,55-64,26.0,657281.0,4
89,,Alabama,1.0,2020.0,2020.0,Acute myeloid leukaemia - Malignant neoplasms,C92.0,55-64 years,55-64,28.0,657281.0,4.3
90,,Alabama,1.0,2020.0,2020.0,"Leukaemia, unspecified - Malignant neoplasms",C95.9,55-64 years,55-64,10.0,657281.0,Unreliable
91,,Alabama,1.0,2020.0,2020.0,Malignant neoplasms of independent (primary) multiple sites,C97,55-64 years,55-64,23.0,657281.0,3.5
92,,Alaska,2.0,2019.0,2019.0,"Colon, unspecified - Malignant neoplasms",C18.9,55-64 years,55-64,19.0,93339.0,Unreliable
93,,Alaska,2.0,2019.0,2019.0,Liver cell carcinoma - Malignant neoplasms,C22.0,55-64 years,55-64,12.0,93339.0,Unreliable
94,,Alaska,2.0,2019.0,2019.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,55-64 years,55-64,16.0,93339.0,Unreliable
95,,Alaska,2.0,2019.0,2019.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,55-64 years,55-64,51.0,93339.0,54.6
96,,Alaska,2.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,55-64 years,55-64,18.0,93339.0,Unreliable
97,,Alaska,2.0,2019.0,2019.0,Malignant neoplasm without specification of site,C80,55-64 years,55-64,12.0,93339.0,Unreliable
98,,Alaska,2.0,2020.0,2020.0,"Colon, unspecified - Malignant neoplasms",C18.9,55-64 years,55-64,15.0,91536.0,Unreliable
99,,Alaska,2.0,2020.0,2020.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,55-64 years,55-64,17.0,91536.0,Unreliable
100,,Alaska,2.0,2020.0,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,45-54 years,45-54,10.0,83476.0,Unreliable
101,,Alaska,2.0,2020.0,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,55-64 years,55-64,54.0,91536.0,59
102,,Alaska,2.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,55-64 years,55-64,19.0,91536.0,Unreliable
103,,Alaska,2.0,2020.0,2020.0,Malignant neoplasm without specification of site,C80,55-64 years,55-64,12.0,91536.0,Unreliable
104,,Arizona,4.0,2019.0,2019.0,"Tongue, unspecified - Malignant neoplasms",C02.9,55-64 years,55-64,14.0,880794.0,Unreliable
105,,Arizona,4.0,2019.0,2019.0,"Oropharynx, unspecified - Malignant neoplasms",C10.9,55-64 years,55-64,10.0,880794.0,Unreliable
106,,Arizona,4.0,2019.0,2019.0,"Oesophagus, unspecified - Malignant neoplasms",C15.9,45-54 years,45-54,24.0,852090.0,2.8
107,,Arizona,4.0,2019.0,2019.0,"Oesophagus, unspecified - Malignant neoplasms",C15.9,55-64 years,55-64,58.0,880794.0,6.6
108,,Arizona,4.0,2019.0,2019.0,"Stomach, unspecified - Malignant neoplasms",C16.9,45-54 years,45-54,22.0,852090.0,2.6
109,,Arizona,4.0,2019.0,2019.0,"Stomach, unspecified - Malignant neoplasms",C16.9,55-64 years,55-64,29.0,880794.0,3.3
110,,Arizona,4.0,2019.0,2019.0,"Colon, unspecified - Malignant neoplasms",C18.9,45-54 years,45-54,54.0,852090.0,6.3
111,,Arizona,4.0,2019.0,2019.0,"Colon, unspecified - Malignant neoplasms",C18.9,55-64 years,55-64,164.0,880794.0,18.6
112,,Arizona,4.0,2019.0,2019.0,Malignant neoplasm of rectosigmoid junction,C19,55-64 years,55-64,20.0,880794.0,2.3
113,,Arizona,4.0,2019.0,2019.0,Malignant neoplasm of rectum,C20,45-54 years,45-54,15.0,852090.0,Unreliable
114,,Arizona,4.0,2019.0,2019.0,Malignant neoplasm of rectum,C20,55-64 years,55-64,24.0,880794.0,2.7
115,,Arizona,4.0,2019.0,2019.0,Liver cell carcinoma - Malignant neoplasms,C22.0,45-54 years,45-54,15.0,852090.0,Unreliable
116,,Arizona,4.0,2019.0,2019.0,Liver cell carcinoma - Malignant neoplasms,C22.0,55-64 years,55-64,90.0,880794.0,10.2
117,,Arizona,4.0,2019.0,2019.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,55-64 years,55-64,33.0,880794.0,3.7
118,,Arizona,4.0,2019.0,2019.0,"Liver, unspecified - Malignant neoplasms",C22.9,55-64 years,55-64,51.0,880794.0,5.8
119,,Arizona,4.0,2019.0,2019.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,45-54 years,45-54,43.0,852090.0,5
120,,Arizona,4.0,2019.0,2019.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,55-64 years,55-64,190.0,880794.0,21.6
121,,Arizona,4.0,2019.0,2019.0,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,55-64 years,55-64,10.0,880794.0,Unreliable
122,,Arizona,4.0,2019.0,2019.0,"Larynx, unspecified - Malignant neoplasms",C32.9,55-64 years,55-64,12.0,880794.0,Unreliable
123,,Arizona,4.0,2019.0,2019.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,45-54 years,45-54,59.0,852090.0,6.9
124,,Arizona,4.0,2019.0,2019.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,55-64 years,55-64,377.0,880794.0,42.8
125,,Arizona,4.0,2019.0,2019.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,55-64 years,55-64,36.0,880794.0,4.1
126,,Arizona,4.0,2019.0,2019.0,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,55-64 years,55-64,13.0,880794.0,Unreliable
127,,Arizona,4.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,45-54 years,45-54,96.0,852090.0,11.3
128,,Arizona,4.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,55-64 years,55-64,191.0,880794.0,21.7
129,,Arizona,4.0,2019.0,2019.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,45-54 years,45-54,16.0,852090.0,Unreliable
130,,Arizona,4.0,2019.0,2019.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,55-64 years,55-64,28.0,880794.0,3.2
131,,Arizona,4.0,2019.0,2019.0,Endometrium - Malignant neoplasms,C54.1,45-54 years,45-54,10.0,852090.0,Unreliable
132,,Arizona,4.0,2019.0,2019.0,Endometrium - Malignant neoplasms,C54.1,55-64 years,55-64,26.0,880794.0,3
133,,Arizona,4.0,2019.0,2019.0,"Malignant neoplasm of uterus, part unspecified",C55,55-64 years,55-64,16.0,880794.0,Unreliable
134,,Arizona,4.0,2019.0,2019.0,Malignant neoplasm of ovary,C56,45-54 years,45-54,22.0,852090.0,2.6
135,,Arizona,4.0,2019.0,2019.0,Malignant neoplasm of ovary,C56,55-64 years,55-64,61.0,880794.0,6.9
136,,Arizona,4.0,2019.0,2019.0,Malignant neoplasm of prostate,C61,55-64 years,55-64,71.0,880794.0,8.1
137,,Arizona,4.0,2019.0,2019.0,"Malignant neoplasm of kidney, except renal pelvis",C64,45-54 years,45-54,24.0,852090.0,2.8
138,,Arizona,4.0,2019.0,2019.0,"Malignant neoplasm of kidney, except renal pelvis",C64,55-64 years,55-64,52.0,880794.0,5.9
139,,Arizona,4.0,2019.0,2019.0,"Bladder, unspecified - Malignant neoplasms",C67.9,55-64 years,55-64,42.0,880794.0,4.8
140,,Arizona,4.0,2019.0,2019.0,"Brain, unspecified - Malignant neoplasms",C71.9,45-54 years,45-54,34.0,852090.0,4
141,,Arizona,4.0,2019.0,2019.0,"Brain, unspecified - Malignant neoplasms",C71.9,55-64 years,55-64,66.0,880794.0,7.5
142,,Arizona,4.0,2019.0,2019.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,55-64 years,55-64,14.0,880794.0,Unreliable
143,,Arizona,4.0,2019.0,2019.0,Malignant neoplasm without specification of site,C80,45-54 years,45-54,30.0,852090.0,3.5
144,,Arizona,4.0,2019.0,2019.0,Malignant neoplasm without specification of site,C80,55-64 years,55-64,86.0,880794.0,9.8
145,,Arizona,4.0,2019.0,2019.0,Non-Hodgkin lymphoma large cell (diffuse),C83.3,55-64 years,55-64,12.0,880794.0,Unreliable
146,,Arizona,4.0,2019.0,2019.0,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,55-64 years,55-64,10.0,880794.0,Unreliable
147,,Arizona,4.0,2019.0,2019.0,"Non-Hodgkin lymphoma, unspecified type",C85.9,55-64 years,55-64,23.0,880794.0,2.6
148,,Arizona,4.0,2019.0,2019.0,Multiple myeloma - Malignant neoplasms,C90.0,55-64 years,55-64,27.0,880794.0,3.1
149,,Arizona,4.0,2019.0,2019.0,Acute myeloid leukaemia - Malignant neoplasms,C92.0,45-54 years,45-54,13.0,852090.0,Unreliable
150,,Arizona,4.0,2019.0,2019.0,Acute myeloid leukaemia - Malignant neoplasms,C92.0,55-64 years,55-64,23.0,880794.0,2.6
151,,Arizona,4.0,2019.0,2019.0,Malignant neoplasms of independent (primary) multiple sites,C97,55-64 years,55-64,10.0,880794.0,Unreliable
152,,Arizona,4.0,2020.0,2020.0,"Tongue, unspecified - Malignant neoplasms",C02.9,55-64 years,55-64,13.0,894909.0,Unreliable
153,,Arizona,4.0,2020.0,2020.0,"Oropharynx, unspecified - Malignant neoplasms",C10.9,55-64 years,55-64,12.0,894909.0,Unreliable
154,,Arizona,4.0,2020.0,2020.0,"Pharynx, unspecified - Malignant neoplasms",C14.0,55-64 years,55-64,13.0,894909.0,Unreliable
155,,Arizona,4.0,2020.0,2020.0,"Oesophagus, unspecified - Malignant neoplasms",C15.9,45-54 years,45-54,19.0,859684.0,Unreliable
156,,Arizona,4.0,2020.0,2020.0,"Oesophagus, unspecified - Malignant neoplasms",C15.9,55-64 years,55-64,49.0,894909.0,5.5
157,,Arizona,4.0,2020.0,2020.0,"Stomach, unspecified - Malignant neoplasms",C16.9,45-54 years,45-54,11.0,859684.0,Unreliable
158,,Arizona,4.0,2020.0,2020.0,"Stomach, unspecified - Malignant neoplasms",C16.9,55-64 years,55-64,40.0,894909.0,4.5
159,,Arizona,4.0,2020.0,2020.0,"Colon, unspecified - Malignant neoplasms",C18.9,45-54 years,45-54,69.0,859684.0,8
160,,Arizona,4.0,2020.0,2020.0,"Colon, unspecified - Malignant neoplasms",C18.9,55-64 years,55-64,160.0,894909.0,17.9
161,,Arizona,4.0,2020.0,2020.0,Malignant neoplasm of rectosigmoid junction,C19,55-64 years,55-64,12.0,894909.0,Unreliable
162,,Arizona,4.0,2020.0,2020.0,Malignant neoplasm of rectum,C20,45-54 years,45-54,13.0,859684.0,Unreliable
163,,Arizona,4.0,2020.0,2020.0,Malignant neoplasm of rectum,C20,55-64 years,55-64,36.0,894909.0,4
164,,Arizona,4.0,2020.0,2020.0,Liver cell carcinoma - Malignant neoplasms,C22.0,55-64 years,55-64,72.0,894909.0,8
165,,Arizona,4.0,2020.0,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,45-54 years,45-54,13.0,859684.0,Unreliable
166,,Arizona,4.0,2020.0,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,55-64 years,55-64,26.0,894909.0,2.9
167,,Arizona,4.0,2020.0,2020.0,"Liver, unspecified - Malignant neoplasms",C22.9,45-54 years,45-54,11.0,859684.0,Unreliable
168,,Arizona,4.0,2020.0,2020.0,"Liver, unspecified - Malignant neoplasms",C22.9,55-64 years,55-64,49.0,894909.0,5.5
169,,Arizona,4.0,2020.0,2020.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,45-54 years,45-54,42.0,859684.0,4.9
170,,Arizona,4.0,2020.0,2020.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,55-64 years,55-64,161.0,894909.0,18
171,,Arizona,4.0,2020.0,2020.0,"Larynx, unspecified - Malignant neoplasms",C32.9,55-64 years,55-64,16.0,894909.0,Unreliable
172,,Arizona,4.0,2020.0,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,45-54 years,45-54,68.0,859684.0,7.9
173,,Arizona,4.0,2020.0,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,55-64 years,55-64,379.0,894909.0,42.4
174,,Arizona,4.0,2020.0,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,45-54 years,45-54,12.0,859684.0,Unreliable
175,,Arizona,4.0,2020.0,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,55-64 years,55-64,36.0,894909.0,4
176,,Arizona,4.0,2020.0,2020.0,Skin of scalp and neck - Malignant neoplasms,C44.4,55-64 years,55-64,10.0,894909.0,Unreliable
177,,Arizona,4.0,2020.0,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,55-64 years,55-64,14.0,894909.0,Unreliable
178,,Arizona,4.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,45-54 years,45-54,90.0,859684.0,10.5
179,,Arizona,4.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,55-64 years,55-64,178.0,894909.0,19.9
180,,Arizona,4.0,2020.0,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,45-54 years,45-54,12.0,859684.0,Unreliable
181,,Arizona,4.0,2020.0,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,55-64 years,55-64,16.0,894909.0,Unreliable
182,,Arizona,4.0,2020.0,2020.0,Endometrium - Malignant neoplasms,C54.1,55-64 years,55-64,29.0,894909.0,3.2
183,,Arizona,4.0,2020.0,2020.0,"Malignant neoplasm of uterus, part unspecified",C55,55-64 years,55-64,20.0,894909.0,2.2
184,,Arizona,4.0,2020.0,2020.0,Malignant neoplasm of ovary,C56,45-54 years,45-54,18.0,859684.0,Unreliable
185,,Arizona,4.0,2020.0,2020.0,Malignant neoplasm of ovary,C56,55-64 years,55-64,56.0,894909.0,6.3
186,,Arizona,4.0,2020.0,2020.0,Malignant neoplasm of prostate,C61,55-64 years,55-64,65.0,894909.0,7.3
187,,Arizona,4.0,2020.0,2020.0,"Malignant neoplasm of kidney, except renal pelvis",C64,45-54 years,45-54,14.0,859684.0,Unreliable
188,,Arizona,4.0,2020.0,2020.0,"Malignant neoplasm of kidney, except renal pelvis",C64,55-64 years,55-64,65.0,894909.0,7.3
189,,Arizona,4.0,2020.0,2020.0,"Bladder, unspecified - Malignant neoplasms",C67.9,55-64 years,55-64,22.0,894909.0,2.5
190,,Arizona,4.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,45-54 years,45-54,32.0,859684.0,3.7
191,,Arizona,4.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,55-64 years,55-64,80.0,894909.0,8.9
192,,Arizona,4.0,2020.0,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,55-64 years,55-64,18.0,894909.0,Unreliable
193,,Arizona,4.0,2020.0,2020.0,Malignant neoplasm without specification of site,C80,45-54 years,45-54,27.0,859684.0,3.1
194,,Arizona,4.0,2020.0,2020.0,Malignant neoplasm without specification of site,C80,55-64 years,55-64,71.0,894909.0,7.9
195,,Arizona,4.0,2020.0,2020.0,Non-Hodgkin lymphoma large cell (diffuse),C83.3,55-64 years,55-64,12.0,894909.0,Unreliable
196,,Arizona,4.0,2020.0,2020.0,"Non-Hodgkin lymphoma, unspecified type",C85.9,55-64 years,55-64,20.0,894909.0,2.2
197,,Arizona,4.0,2020.0,2020.0,Multiple myeloma - Malignant neoplasms,C90.0,45-54 years,45-54,10.0,859684.0,Unreliable
198,,Arizona,4.0,2020.0,2020.0,Multiple myeloma - Malignant neoplasms,C90.0,55-64 years,55-64,32.0,894909.0,3.6
199,,Arizona,4.0,2020.0,2020.0,Acute myeloid leukaemia - Malignant neoplasms,C92.0,45-54 years,45-54,16.0,859684.0,Unreliable
200,,Arizona,4.0,2020.0,2020.0,Acute myeloid leukaemia - Malignant neoplasms,C92.0,55-64 years,55-64,24.0,894909.0,2.7
201,,Arizona,4.0,2020.0,2020.0,Malignant neoplasms of independent (primary) multiple sites,C97,55-64 years,55-64,17.0,894909.0,Unreliable
202,,Arkansas,5.0,2019.0,2019.0,"Pharynx, unspecified - Malignant neoplasms",C14.0,55-64 years,55-64,10.0,385994.0,Unreliable
203,,Arkansas,5.0,2019.0,2019.0,"Oesophagus, unspecified - Malignant neoplasms",C15.9,45-54 years,45-54,11.0,361582.0,Unreliable
204,,Arkansas,5.0,2019.0,2019.0,"Oesophagus, unspecified - Malignant neoplasms",C15.9,55-64 years,55-64,36.0,385994.0,9.3
205,,Arkansas,5.0,2019.0,2019.0,"Stomach, unspecified - Malignant neoplasms",C16.9,55-64 years,55-64,18.0,385994.0,Unreliable
206,,Arkansas,5.0,2019.0,2019.0,"Colon, unspecified - Malignant neoplasms",C18.9,45-54 years,45-54,34.0,361582.0,9.4
207,,Arkansas,5.0,2019.0,2019.0,"Colon, unspecified - Malignant neoplasms",C18.9,55-64 years,55-64,91.0,385994.0,23.6
208,,Arkansas,5.0,2019.0,2019.0,Malignant neoplasm of rectosigmoid junction,C19,55-64 years,55-64,11.0,385994.0,Unreliable
209,,Arkansas,5.0,2019.0,2019.0,Malignant neoplasm of rectum,C20,55-64 years,55-64,21.0,385994.0,5.4
210,,Arkansas,5.0,2019.0,2019.0,Liver cell carcinoma - Malignant neoplasms,C22.0,55-64 years,55-64,36.0,385994.0,9.3
211,,Arkansas,5.0,2019.0,2019.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,55-64 years,55-64,14.0,385994.0,Unreliable
212,,Arkansas,5.0,2019.0,2019.0,"Liver, unspecified - Malignant neoplasms",C22.9,55-64 years,55-64,39.0,385994.0,10.1
213,,Arkansas,5.0,2019.0,2019.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,45-54 years,45-54,20.0,361582.0,5.5
214,,Arkansas,5.0,2019.0,2019.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,55-64 years,55-64,82.0,385994.0,21.2
215,,Arkansas,5.0,2019.0,2019.0,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,55-64 years,55-64,14.0,385994.0,Unreliable
216,,Arkansas,5.0,2019.0,2019.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,45-54 years,45-54,77.0,361582.0,21.3
217,,Arkansas,5.0,2019.0,2019.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,55-64 years,55-64,374.0,385994.0,96.9
218,,Arkansas,5.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,45-54 years,45-54,35.0,361582.0,9.7
219,,Arkansas,5.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,55-64 years,55-64,81.0,385994.0,21
220,,Arkansas,5.0,2019.0,2019.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,45-54 years,45-54,12.0,361582.0,Unreliable
221,,Arkansas,5.0,2019.0,2019.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,55-64 years,55-64,13.0,385994.0,Unreliable
222,,Arkansas,5.0,2019.0,2019.0,Endometrium - Malignant neoplasms,C54.1,55-64 years,55-64,10.0,385994.0,Unreliable
223,,Arkansas,5.0,2019.0,2019.0,"Malignant neoplasm of uterus, part unspecified",C55,55-64 years,55-64,12.0,385994.0,Unreliable
224,,Arkansas,5.0,2019.0,2019.0,Malignant neoplasm of ovary,C56,45-54 years,45-54,15.0,361582.0,Unreliable
225,,Arkansas,5.0,2019.0,2019.0,Malignant neoplasm of ovary,C56,55-64 years,55-64,20.0,385994.0,5.2
226,,Arkansas,5.0,2019.0,2019.0,Malignant neoplasm of prostate,C61,55-64 years,55-64,38.0,385994.0,9.8
227,,Arkansas,5.0,2019.0,2019.0,"Malignant neoplasm of kidney, except renal pelvis",C64,45-54 years,45-54,11.0,361582.0,Unreliable
